Judul,Penulis,Pembimbing 1,Pembimbing 2,Abstrak,Prodi
Sifat Tekstural Pancake Tersubstitusi Tepung Sukun Dengan Pembentuk Gum Arab, OKA FEBRIANTI MANAF," Ir. Umi Purwandari, M.App.Sc., Ph.D","Ifan Maflahah, STP., MP","Kebutuhan masyarakat yang besar terhadap tepung terigu memicu terjadinya impor dengan jumlah yang cukup besar. Salah satu cara untuk memecahkan masalah yang terjadi saat ini yaitu dengan cara mensubstitusi tepung terigu dengan tepung sukun yang dijadikan pancake. Pancake merupakan suatu makanan olahan yang banyak disukai konsumen karena rasanya yang enak disertai dengan tampilan yang menarik. Parameter tekstur yang diukur adalah hardness, adhesiveness, cohesiveness, chewiness, gumminess dan  springginess dengan penggunaan tepung sukun (10, 20 dan 30%) dan Gum arab ( 1, 2 dan 3%) menggunakan Texture Analyzer TAXT-Plus diameter 0,1923 inch, kecepatan 2 mm/detik, dan kedalaman penetrasi 15 mm dengan menggunakan metode RAL (rancangan acak lengkap). Penggunaan tepung sukun dengan penambahan gum arab berpengaruh nyata (P<0,05) terhadap springiness (0,020) dan tidak berpengaruh nyata (P>0,05) terhadap hardness (0,120), adhesiveness (0,176), cohesiveness (0,176), gumminess (0,183) dan chewiness (0,300) pancake. Penambahan tepung sukun 30% dan gum arab 2% menghasilkan pancake yang baik dengan asumsi bahwa hardness, adhesiveness dan gumminess diharapkan rendah, sedangkan cohesiveness, springiness dan chewiness diharapkan tinggi. Kandungan protein (gluten) tidak dimiliki oleh tepung sukun, akan tetapi tepung sukun mempunyai daya  hidrasi (daya serap air) sehingga adanya air yang terserap maka akan semakin lembut adonan yang dihasilkan.
 
Kata kunci: Tepung sukun, Gum arab, pancake, tekstur
",Teknologi Industri Pertanian
"ANALISIS PREFERENSI KONSUMEN TERHADAP KECAP CAP SALAK
(Studi Kasus di UD. Kecap Jeruk Pecel dan Salak Bangkalan)", Juni Efendi," Millatul Ulya, S.TP., M.T","Banun Diyah Probowati, S.TP., M.Si","Tingkat persaingan antar perusahaan yang semakin besar, menyebabkan masing-masing perusahaan untuk memberikan layanan dan produk yang terbaik serta mengedepankan keunggulan dari produknya masing-masing. Hal ini menyebabkan kondisi pasar yang semakin kompetitif, preferensi dan loyalitas dari konsumen merupakan kunci kesuksesan. Maka perusahaan dituntut untuk mengembangkan konsep baru melalui atribut-atribut yang ada sehingga dapat dilukukan evaluasi tingkat kepentingan atribut terhadap produk. Analisis konjoin merupakan teknik untuk menentukan tingkat kepentingan dan nilai kepentingan relative dari berbagai atribut beserta level mana saja yang dianggap paling penting menjadi pertimbangan konsumen dalam mengkonsumsi kecap cap salak Bangkalan. Faktor atau atribut dan level yang digunakan adalah : Kekentalan ( agak kental, kental), Warna (coklat, kecoklatan), rasa (agak manis, manis) dan Aroma (biasa, menyengat). Dari hasil analisis konjoin diketahui bahwa preferensi untuk faktor terpenting yang dipertimbangkan oleh konsumen adalah aroma kecap dengan nilai relative sebesar (32,41%), kedua adalah rasa kecap (25,28%), ketiga adalah kekentalan kecap (24,05%) dan keempat adalah warna kecap (18,26%). Sedangkan level yang paling disukai dari faktor yang dipertimbangkan adalah  kekentalan kacap yang kental (32,4%), warna kecap yang coklat (25,3%), rasa kecap yang manis (24,1%) dan aroma kecap yang biasa (18,3%).

Kata kunci : Kecap, Preferensi Konsumen dan Analisis Konjoin.",Teknologi Industri Pertanian
"EVALUASI ANTRIAN PADA PEMASOKAN TEMBAKAU
DI PT. LANGGENG SETIA BHAKTI", Moh. Zainal Arifin," Banun Diyah Probowati STP.,M.Si","Sri Hastuti SPt.,MP","Antrian  dalam distribusi barang menjadi permasalahan dalam perusahaan, baik dalam distribusi barang berupa bahan baku, maupun dalam distribusi barang berupa produk akhir ke konsumen.  PT Langgeng Setia Bhakti memperoleh pasokan tembakau kering (rajangan Madura) dari para pengepul tembakau atau dikenal dengan istilah bandol .Antrian yang cukup panjang sering terjadi dan bandol mengalami ketidakjelasan waktu untuk dilayani selama sortasi dan ketidakjelasan waktu tunggu.Hal ini berdampak pada biaya dan waktu yang dibutuhkan para bandol. Oleh sebab itu dilakukan penelitian  ini bertujuan yaitu (1) Untuk memperoleh gambaran sistem antrian pemasokan tembakau (2) Untuk memperoleh sistem antrian yang tepat dalam pemasokan tembakau (3) untuk memperoleh biaya yang minimal untuk sistem antrian dalam pemasokan tembakau. Analisis  data dilakukan sesuai dengan model antrian yang ada di  PT Langgeng Setia Bhakti. Hasil yang diperoleh dari penelitian adalah  (1) Sistem antrian di PT Langgeng Setia Bhakti  berupa sistem antrian dengan jalur antrian tunggal, waktu pelayanan dalam antrian cukup singkat yaitu 4,38 menit, waktu rata-rata dalam sistem  7,20 menit, panjang antrian dalam pelayanan  adalah 0,925 mobil setara 1 mobil, panjang antrian dalam sistem adalah 1,529 mobil setara 2 mobil (2) Antrian yang panjang sebenarnya terjadinya di luar sistem antrian, karena mobil pengangkut tembakau menginginkan untuk bisa memperoleh giliran untuk masuk dalam gudang dan segera dilayani (3) Biaya minimal yang dikeluarkan bandol adalah sebesar Rp 450.000,00 untuk 1 mobil pick up yang dibawa dengan 2 orang pekerja. Biaya minimal yang dikeluarkan  bandol adalah sebesar Rp 700.000,00 untuk 1 mobil truk yang dibawa dengan 2 orang pekerja dengan selisih biaya pada upah pekerja dan sewa mobil.

Kata kunci: sistem antrian, pemasokan, tembakau
",Teknologi Industri Pertanian
"ANALISIS SENSORIS PADA MANISAN KERING RAMBUTAN DENGAN VARIASI KONSENTRASI LARUTAN KAPUR, SUHU DAN WAKTU PENGERINGAN", Irhamni Maulani," Millatul Ulya, STP. MT","Sri Hastuti, SPt. MP","Buah rambutan merupakan komoditi pertanian yang bersifat musiman dan mudah rusak sehingga pada saat musim nilai ekonomis buah rendah. Untuk menigkatkan nilai ekonomisnya mengolah buah rambutan menjadi manisan kering rambutan mempunyai prospek yang baik dan banyak digemari masyarakat. Penelitian ini bertujuan (i) Mengetahui pengaruh kesukaan terhadap mutu sensoris manisan kering rambutan. (ii) Menentukan kondisi suhu dan waktu pengeringan optimum serta konsentrasi larutan kapur terhadap mutu kesukaan sensoris manisan kering rambutan. Uji sensoris digunakan untuk menentukan kualitas mutu pada manisan kering rambutan dengan variasi konsentrasi larutan kapur, suhu, dan waktu pengeringan. Rancangan menggunakan RSM dengan desain Box-Behnken. Masing-masing 3 level, yaitu konsentrasi larutan kapur kapur 2%, 4%, dan 6%, pemberian suhu 50oC, 60oC, dan 70oC, dan waktu pengeringan 6 jam, 8 jam, dan 10 jam. Parameter sensoris yang diujikan adalah warna, aroma, rasa, tektur di mulut, dan kesukaan keseluruhan dengan skala hedonik 1-9. Penambahan larutan kapur berpengaruh signifikan secara statistik terhadap tekstur di mulut dan kesukaan secara keseluruhan manisan, dan suhu pengeringan berpengaruh terhadap warna, dan rasa manisan kering rambutan, sedangkan waktu pengeringan tidak berpengaruh signifikan terhadap parameter sensoris manisan kering rambutan. Formulasi optimum penilaian panelis terhadap manisan kering rambutan yaitu dengan konsentrasi larutan kapur 6 %, suhu pengeringan 63,49 oC, waktu pengeringan 10 jam.

Kata kunci: manisan kering rambutan, larutan kapur, suhu dan waktu pengeringan, uji sensoris, RSM
",Teknologi Industri Pertanian
PERANCANGAN ULANG TATA LETAK FASILITAS PRODUKSI PABRIK TAHU SRIKANDI JUNOK BANGKALAN, MUHAMMAD FAISHOL," Sri Hastuti S.Pt .,MP","Millatul Ulya S.TP.,MT","Permasalahan industri tidak hanya menyangkut seberapa besar investasi yang harus ditanam, prosedur produksi dan pemasaran hasil produksi namun memerlukan perencanaan fasilitas yang meliputi perencanaan lokasi fasilitas maupun rancangan fasilitas. Perancangan fasilitas penting dilakukan untuk mendapatkan layout terbaik dalam pemindahan bahan sehingga proses produksi berlangsung cepat. Penelitian ini bertujuan untuk merancang ulang tata letak fasilitas produksi pabrik tahu Srikandi Bangkalan yang lebih efektif dari pada rancangan awal dilihat dari hubungan aliran proses produksi dan jarak perpindahan bahan. Metode yang digunakan pada penelitian ini adalah metode Blocplan untuk menghasilkan layout yang lebih efektif dari pada layout awal dalam pemindahan bahan selama proses produksi. Hasil layout terbaik menggunakan metode Blocplan menghasilkan  layout score 1.00 dan jarak kedekatan 5-6 dengan pertukaran ruangan ketel uap dan ruangan perendaman.",Teknologi Industri Pertanian
"KARAKTERISTIK JAMUR TIRAM PUTIH (Pleurotusostreatus) SELAMA PENYIMPANAN
 DALAM KEMASAN PLASTIK 
POLYPROPILEN (PP)
", DWI PUTRA ARIANTO," SUPRIYANTO, S. TP. MP","LAILA KHAMSATUL MUHARRANI, S.SI., M.SI","ABSTRAK

Jamur tiram memiliki umur simpan yang pendek atau cepat mengalami kerusakan. Hal ini menjadi permasalahan pada penyediaan jamur tiram segar dengan kondisi yang masih bagus. Pengemasan adalah salah satu cara yang banyak digunakan dikalangan masyaraka tdalam menjaga mutu kesegaran dan umur simpan produk makanan. Tujuan dari penelitian ini adalah menentukan metode pengemasan yang paling efektif dalam memperpanjang umursimpan dan mempertahankan kualitas jamur tiram. Perlakuan terdiri dari jamur tiram segar dengan kemasan polipropilen dan polipropilen berperforasi  berdiameter 0,24 mm dan jarak perforasi 1 cm. Karakteristik yang diamati yaitu laju respirasi, susut bobot, dan sensoris meliputi tekstur, kenampakan, dan aroma jamur tiram. Hasil penelitian menunjukan bahwa metode pengemasan pada jamur tiram berpengaruh nyata terhadap laju respirasi. Jamur tiram kontrol memiliki laju respirasi paling tinggi pada hari ke 2 dengan titik optimum 741.933 CO2/mg/jam dan susut bobot 29,2551% dibandingkan jamur tiram yang dikemas plastik PP berperforasi maupun tanpa perforasi dengan titik optimum masing-masing 723,06 CO2/mg/jam dan 736,800 CO2/mg/jam dengan susut bobot masing-masing 1,7924% dan 2,0521%.Jamur tiram yang dikemas plastik PP tanpa perforasi cukup efektif mempertahankan kekenyalan tekstur dan  warna jamur yang masih terlihat segar selama 2 hari penyimpanan akan tetapi memilki aroma yang asam
",Teknologi Industri Pertanian
Analisis Kelayakan Pancake Mix Instan dari Tepung Sukun, Angraini," Iffan Maflahah.STP.,MSi",Ir.Umi Purwandari.M.App.Sc.Ph.D,"Studi kelayakan dilakukan agar usaha berhasil dan dapat memberikan keuntungan pada industri ini. Dalam studi kelayakan pancake mix instan dari tepung sukun perlu adanya evaluasi aspek pasar dan pemasaran, aspek teknis teknologis dan aspek finansial. Penelitian ini bertujuan mengetahui analisis kelayakan usaha pembuatan pancake mix instan ditinjau dari potensi pasar, aspek teknis teknologis dan aspek finansial. Metode penelitian pada aspek pasar pemasaran yang dilakukan dalam analisis kelayakan ini adalah dengan menyebarkan kuisioner. Aspek teknis teknologis yaitu dengan mencari informasi harga dan kebutuhan peralatan, dan aspek finansial dengan menghitung IRR, BEP, PBP dan NPV.  Ditinjau dari potensi pasar dapat dikatakan layak karena ada pasar yang akan menerima produk tersebut. Berdasarkan aspek teknis dan teknologi dapat mengefisiensi tempat dan biaya produksi . Sedangkan dari aspek finansial dapat dikatakan layak dengan nilai NPV Rp  12.599.453.795, IRR 73%, PBP 0,030 dan BEP 1.501.606. Untuk kenaikan bahan baku sebesar 5% dan 10 % industri ini masih dapat dikatakan layak sedangkan untuk kenaikan bahan baku 15% usaha ini tidak dapat dijalankan lagi. 

Kata kunci : Studi kelayakan, Pancake, Tepung sukun
",Teknologi Industri Pertanian
"Evaluasi Sanitation Standard Operating Procedures 
Kerupuk Amplang Di Ud Sarina  
Kecamatan Kalianget Kabupaten Sumenep
", ACH TRIHARJONO," Banun Diyah Probowati, S,TP,. MSI","Ir. Muhammad Fakry, M.P","ABSTRAK
Sanitation Standard Operating Prosedures (SSOP) memegang peranan yang penting dalam industri pangan untuk menghasilkan produk yang memenuhi standar keamanan pangan. Standar tersebut dapat dipenuhi dengan menerapkan 8 aspek kunci Sanitation Standard Operating Prosedures (SSOP). Tujuan dari penelitian ini adalah untuk memperoleh hasil penerapan 8 aspek kunci Sanitation Standard Operating Procedures (SSOP) dan mengevaluasi penerapan Sanitation Standard Operating Procedures (SSOP) Di UD Sarina Kecamatan Kalianget Kabupaten Sumenep. Jenis penelitian ini bersifat deskriptif dengan lokasi penelitian di UD Sarina Kecamatan Kalianget Kabupaten Sumenep. Hasil penelitian diketahui  bahwa penerapan 8 aspek kunci Sanitation Standard Operating Procedures (SSOP) di UD Sarina sudah terlaksana  tapi  terdapat 3 tahapan kunci yang belum terlaksana dengan baik yaitu pencegahan kontaminasi silang, pengawasan kondisi kesehatan personil dan menghilangkan hama dari unit pengolahan. Hal yang perlu ditingkatkan terkait dengan penerapan SSOP di UD Sarina  yaitu masih perlu adanya manual prosedur untuk berbagai pelaksanaan sanitasi yang dilakukan oleh UD Sarina ini.
Kata kunci: Sanitation Standard Operating Prosedure, Kerupuk.
",Teknologi Industri Pertanian
ASPEK PENERAPAN GOOD MANUFACTURING PRACTICES (GMP) PADA PRODUK KERUPUK AMPLANG DI UD. SARINA KECAMATAN KALIANGET KABUPATEN SUMENEP, sifa fiantikawulandari," Darimiyya hidayati, STP,.MP","Askur rahman, STP,.MP","Sistem manajemen keamanan pangan merupakan program atau kegiatan yang tidak terpisahkan dengan dunia industri, yaitu dunia usaha yang meliputi jaminan mutu dan keamanan produk yang beredar dipasaran. Oleh karena itu, diperlukan adanya sistem manajemen keamanan pangan yang tepat  dalam  suatu  unit  usaha  pengolahan,  salah  satunya  yaitu  melalui  penerapan  Good Manufacturing  Practices  (GMP). Good Manufacturing Practices (GMP)  merupakan  standar  yang  wajib  digunakan  dalam  suatu  unit  usaha  pangan  asal tumbuhan karena merupakan pre-requisite (persyaratan dasar) yang berkaitan dengan sistem keamanan pangan. Tujuan dari penelitian ini yaitu mengetahui aspek penerapan GMP di UD. Sarina dan untuk mengetahui tindakan koreksi yang harus dilakukan UD. Sarina untuk mencapai kondisi GMP yang sesuai dengan pedoman BPOM. Metode pengumpulan datanya ada 2 metode yaitu pengamatan secara langsung dan metode wawancara. Metode analisis datanya yaitu menggunakan metode scoring dapat menentukan sejauh mana aspek penerapan GMP di lakukan di UD. Sarina. Berdasarkan hasil penelitian ini maka dapat disimpulkan bahwa syarat penerapan GMP (Good Manufacturing practice) di unit pengolahan kerupuk amplang UD. Sarina masih kurang baik. Hal ini dibuktikan dari penilaian empat unsur utama yaitu suplai air, pengendalian hama, kesehatan dan higiene karyawan, serta pengendalian proses. Keempat unsur utama ini tidak semuanya mendapatkan nilai baik, masing-masing mendapat nilai cukup (C), cukup (C), cukup (C), dan baik (B), sehingga perlu banyak perbaikan yang perlu diperbaiki oleh UD. Sarina terutama nilai yang masih mendapatkan K (kurang).
Kata kunci : GMP, kerupuk amplang, pedoman BPOM
",Teknologi Industri Pertanian
SIFAT SENSORIS MI FUNGSIONAL BERBAHAN TEPUNG SUKUN (Artocarpus communis) DENGAN TEPUNG SINGKONG TERMODIFIKASI, Rif'atul hasanah, Dr. umi purwandari,"iffan maflahah STP., Msi ","Meningkatnya kebutuhan masyarakat terhadap tepung terigu memicu tingginya impor tepung terigu di Indonesia. Salah satu produk olahan terigu yang penting di Indonesia adalah mi. Sukun merupakan bahan pangan berpati yang berpotensi digunakan sebagai substitusi terigu. Penelitian ini bertujuan membuat mi dari tepung sukun, dengan penambahan tepung singkong termodifikasi oleh fungi. Faktor yang dikaji adalah proporsi tepung singkong termodifikasi dan air dalam tepung pre-gelatinisasi, yaitu 1:4, 1:5, dan 1:6. Faktor kedua yang dikaji adalah proporsi tepung pre-gelatinisasi dan tepung sukun, yaitu 10:10, 10:11 dan 10:12. Parameter yang digunakan adalah uji sensoris hedonis terhadap warna, rasa, aroma, tekstur di mulut, dan kesukaan keseluruhan. Data diolah menurut desain RAL faktorial dengan uji pembeda menggunakan metode tukey. Hasil menunjukkan bahwa rerata nilai kesukaan warna dengan nilai tertinggi 5,5 adalah mi dengan perbandingan 1:5 (10:11). Rerata nilai kesukaan aroma tertinggi 5,3 dengan perbandingan 1:6 (10:12). Rerata nilai kesukaan rasa tertinggi 4,9 dengan perbandingan 1:6 (10:12). Rerata nilai kesukaan tekstur tertinggi 6 dengan perbandingan 1:6 (10:11).  Rerata nilai kesukaan pada kenampakan tertinggi dengan nilai 5,4 dengan perbandingan 1:6 (10:11). Rerata nilai kesukaan tertinggi pada keselurahan dengan nilai 5,7 dengan perbandingan 1:6 (10:11). Proporsi air dan tepung sukun berpengaruh nyata (P<0,05) terhadap warna, kenampakan, dan tidak berpengaruh nyata (P?0,05) terhadap tekstur, rasa dan aroma dari mi sukun. Mi sukun yang terbaik menurut penilaian sensoris adalah mi sukun dengan tepung pre-gelatinisasi yang memiliki perbandingan tepung singkong termodifikasi dan air sebanyak 1:6 dan perbandingan pre-gelatinisasi dan tepung sukun 10:11

Kata kunci: tepung sukun, tepung singkong termodifikasi, ujisensoris, RAL faktorial.
",Teknologi Industri Pertanian
"STABILITAS PENYIMPANAN MI BASAH LABU KUNING (Cucurbita moschata, ex. Poir) BERDASARKAN 
SIFAT TEKSTURALNYA
























 ", Tri Ardiansyah Putra Hidayat, Dr. Umi Purwandari,"Iffan Maflahah. Stp,. MSi","Mi merupakan salah satu makanan populer di Indonesia  yang terbuat dari tepung terigu. Dari berbagai macam produk mi salah satunya adalah mi basah. Mi basah pada umumnya dibuat dengan cara direbus atau dikukus dan masih memiliki kandungan air yang tinggi yaitu 52% sehingga memiliki daya simpan yang relatif rendah yaitu 40 jam dalam suhu kamar. Tujuan dari penelitian ini adalah mengetahui tingkat stabilitas penyimpanan mi basah labu kuning (Cucurbita moschata, ex. Poir) pada suhu 25°C ,12°C dan -6°C serta lama penyimpanan yang berbeda berdasarkan sifat teksturalnya. Penelitian ini menggunakan Rancangan Acak Lengkap dengan faktor suhu kulkas (12°C), freezer (-6°C) dan ruangan (25oC) dan lama penyimpanan (ruang 0-2 hari, kulkas 0-8 hari dan freezer 0-8 hari). Parameter yang diuji adalah hardness dan adhesiveness serta kenampakan fisik. Hasil menunjukkan bahwa mi basah labu kuning dengan perlakuan suhu 12°C sifat hardnessnya stabil (tidak mengalami perubahan) sampai hari kedelapan, namun adhesivenessnya tidak stabil (berubah) sampai hari kedua. Sedangkan pada suhu 25°C, hardness dan adhesiveness mi tidak stabil (berubah) sampai hari kedua. Pada penyimpanan -6°C hardness dan adhesiveness mi tidak stabil (berubah) sampai hari kedelapan. Pengamatan fisik mi basah labu kuning pada penyimpanan suhu 25°C dilakukan hanya sampai hari kedua karena tumbuhnya jamur pada permukaan mi, sedangkan pada suhu 12°C dan -6°C pegamatan dilakukan sampai hari kedelapan.

Kata kunci: Mi, Penyimpanan, Tekstur, Stabilitas

 
























 giochi online",Teknologi Industri Pertanian
